Name,Symbol,Price (USD),Market Cap (USD),"Volume (24h, USD)",Percent Change 1h,Percent Change 24h,Percent Change 7d,Circulating Supply,Total Supply,Max Supply,Rank,Last Updated
Theta Fuel,TFUEL,0.031205093112017926,218022153.56337452,1937287.87820766,0.17220386,-0.72153456,-1.68816862,6986749015,6986749015,,169,2025-06-28T06:15:00.000Z
Golem,GLM,0.21651992598646075,216519925.98646075,6027092.30904999,-0.38042857,-0.47059535,-2.6467337,1000000000,1000000000,1000000000.0,170,2025-06-28T06:15:00.000Z
Kusama,KSM,12.911424721332637,215530000.59241545,7591740.88599534,0.07689071,0.21558724,-7.51960585,16692968.06852852,16692968.06852852,,171,2025-06-28T06:15:00.000Z
MX Token,MX,2.269078913767334,213998724.76921138,4542986.58649696,0.01969422,-0.24299926,-4.68650895,94310834,416185834,1000000000.0,172,2025-06-28T06:15:00.000Z
Ravencoin,RVN,0.013876158309730447,212363614.5462838,16463856.75447311,0.13720782,0.74808388,-13.01613216,15304208110.494604,15304208110.494604,21000000000.0,173,2025-06-28T06:15:00.000Z
Mina,MINA,0.1675315208039803,207617055.1402574,11452869.20329809,-0.01613935,0.63470437,-3.17404461,1239271595.8400393,1239271595.8400393,,174,2025-06-28T06:15:00.000Z
Zilliqa,ZIL,0.010595335376681836,206712311.86908206,8717663.42506414,-0.13053091,-0.52771722,-0.72903764,19509746932.977085,20192702358.687084,21000000000.0,175,2025-06-28T06:15:00.000Z
Qtum,QTUM,1.9374679377599504,204796086.23898283,50832809.47594157,0.73171235,-0.39808895,-0.08912301,105702955,107822406,107822406.0,176,2025-06-28T06:14:00.000Z
Peanut the Squirrel,PNUT,0.20295230635159087,202922364.33772165,67461624.45569213,0.09608117,2.2041341,-11.28975576,999852467.7329,999852467.7329,,177,2025-06-28T06:15:00.000Z
EURC,EURC,1.1711047047599743,200595458.17220855,23957195.44639058,-0.00604402,0.2009582,1.65631738,171287381.3561546,171287381.3561546,,178,2025-06-28T06:15:00.000Z
IoTeX,IOTX,0.021019262066898255,198450608.8398846,3630854.21255103,-0.08404837,-0.96933105,-2.40187289,9441368979,9441368983,10000000000.0,179,2025-06-28T06:15:00.000Z
MANTRA,OM,0.2024775380375837,197763788.36093247,38070748.98920576,-0.44475125,0.15179867,-13.96316448,976719641.4854853,1677033958.7060103,,180,2025-06-28T06:15:00.000Z
Synthetix,SNX,0.5721936079317953,196529173.90699866,11866312.29731702,-0.09870467,-2.08254919,1.65299602,343466216.99839866,343889850.0967736,339889850.089,181,2025-06-28T06:15:00.000Z
Berachain,BERA,1.620573641403314,194831643.87140658,27437403.06663393,-0.24958658,-1.20911512,-9.35111374,120223875.6041316,502743875.6041316,,182,2025-06-28T06:15:00.000Z
Basic Attention Token,BAT,0.12296237869718728,183910938.9130062,9405224.53072747,0.00711892,1.24437125,0.73789481,1495668356.9526057,1500000000,,183,2025-06-28T06:15:00.000Z
Baby Doge Coin,BabyDoge,1.102263799019878e-09,183127042.6379671,7732788.70224136,-0.10958196,1.59336451,-1.80509382,166137219421341630,202618676107011870,,184,2025-06-28T06:15:00.000Z
Astar,ASTR,0.022539326519926288,183043194.94391173,4230276.01773817,-0.02245594,-0.07670606,-5.94846432,8121058754,8461206070,,185,2025-06-28T06:14:00.000Z
Frax (prev. FXS),FRAX,1.9909958510797252,181033918.4520816,7557189.12003821,-0.50481382,-0.9917957,-13.57739294,90926316.27228463,99681495.59113361,99681495.59113361,186,2025-06-28T06:15:00.000Z
0x Protocol,ZRX,0.21317950190525067,180860756.69658244,25624559.96946989,0.07318833,0.02845675,-2.75525448,848396562.8973439,1000000000,1000000000.0,187,2025-06-28T06:15:00.000Z
Threshold,T,0.01774290004517957,179723714.36230972,21497648.77926346,-0.03235674,-2.39155922,2.34987632,10129331389.15684,11155000000,11155000000.0,188,2025-06-28T06:15:00.000Z
Sahara AI,SAHARA,0.08727539179990614,178041799.2718085,284682947.2674241,0.78934643,7.98326921,-73.2577978,2040000000,10000000000,10000000000.0,189,2025-06-28T06:15:00.000Z
Toshi,TOSHI,0.00043573636032533786,177810631.5425084,8297718.61973561,0.22511766,0.49267262,-2.35727137,408069300000,420690000000,420690000000.0,190,2025-06-28T06:15:00.000Z
Gas,GAS,2.713797677280132,176376036.90882152,3774528.34924971,-0.16820817,-0.52991797,-4.14807959,64992331,64992331,,191,2025-06-28T06:15:00.000Z
Notcoin,NOT,0.0017319952186541138,172218604.4230148,17165009.65679717,-0.45727756,1.44647418,-9.13218952,99433648873.9508,102456956875.5639,102456957533.56,192,2025-06-28T06:15:00.000Z
Official Melania Meme,MELANIA,0.20693329577986522,169684893.81663844,14834071.00123538,-3.164637,7.07934308,-11.11128921,819998024.856998,999998024.857002,,193,2025-06-28T06:15:00.000Z
Oasis,ROSE,0.022883415184166006,169087351.25831166,8084498.01954945,-0.23556133,0.00462945,-1.78480972,7389078505,10000000000,,194,2025-06-28T06:15:00.000Z
VeThor Token,VTHO,0.0018535156041923544,168893827.89716837,1797225.84564921,-0.11102804,0.15275244,-3.13641359,91120801743,91120801743,,195,2025-06-28T06:14:00.000Z
yearn.finance,YFI,4963.28391173329,167813631.16088238,11157809.93584584,-0.13229773,-1.21193781,0.76483013,33811.00782169,36646.35801769,,196,2025-06-28T06:15:00.000Z
Blur,BLUR,0.06934503208373823,166336432.3263425,15374591.63761159,0.14808677,-1.44244235,-5.31108769,2398678424.800228,3000000000,,197,2025-06-28T06:15:00.000Z
Alchemy Pay,ACH,0.017996500804067367,165466220.13001826,14187890.74460667,-0.41036573,-0.36456799,-7.39722678,9194355165.5676,9999999999.999989,10000000000.0,198,2025-06-28T06:14:00.000Z
NEXPACE,NXPC,0.8986419285892607,163314686.39895967,26668613.75978229,-0.43801215,-0.07389854,-15.05726286,181734995,1000000000,1000000000.0,199,2025-06-28T06:15:00.000Z
Siacoin,SC,0.00290499282698031,162754072.22363454,6100935.14871689,0.22734356,-0.65627471,-3.35543623,56025636522.075195,60739635676.30304,,200,2025-06-28T06:15:00.000Z
Fasttoken,FTN,4.421443004869048,1928905414.9474373,58214640.12641296,0.1149673,-0.12406739,-0.74409295,436261513,880000000,1000000000.0,201,2025-06-28T06:15:00.000Z
Jupiter Perps LP,JLP,4.386931272735563,1492958536.7641833,19296250.38513158,0.17486315,0.86171374,2.14803125,340319563.710242,340319563.710242,,202,2025-06-28T06:15:00.000Z
Fellaz,FLZ,2.0132749198208755,950013981.9939804,34176931.90145844,-0.80473167,14.10962513,40.25444512,471874940,2000000000,2000000000.0,203,2025-06-28T06:15:00.000Z
Zeebu,ZBU,2.9848698873912163,772994262.3865931,412002.35882752,-0.01064492,-0.50907206,-8.12699512,258970840.12,2957341370.6797953,,204,2025-06-28T06:15:00.000Z
Ondo US Dollar Yield,USDY,1.0963941618337398,637391618.0613191,2112090.48507917,-0.05506996,0.0197497,0.19266447,581352619.568194,627813570.8474563,,205,2025-06-28T06:15:00.000Z
Usual USD,USD0,0.9979574367000603,631267236.947126,5291069.80276685,0.01051873,0.03174803,0.00222471,632559279.3160933,632559279.3160933,,206,2025-06-28T06:14:00.000Z
would,WOULD,0.519489230069355,519204960.0404905,105325.58647443,0.62962174,1.88214541,2.47779188,999452789.37,999452789.37,1000000000.0,207,2025-06-28T06:15:00.000Z
WhiteRock,WHITE,0.0007919367721673623,514758901.9087855,754763.81418754,-0.25525238,0.32817952,1.13691808,650000000000,1000000000000,1000000000000.0,208,2025-06-28T06:15:00.000Z
Falcon USD,USDf,0.9998050567814096,485267430.397084,3253557.45892816,0.00258419,0.04775904,-0.00856355,485362048.43698794,485362048.43698794,,209,2025-06-28T06:14:00.000Z
Ripple USD,RLUSD,1.000082308316414,455281164.1819981,36989207.27113326,-0.01384506,0.00218818,0.02841945,455243693.84,455243693.84,,210,2025-06-28T06:15:00.000Z
Beldex,BDX,0.06053399549220488,432618473.78468394,3150895.21629441,-0.0333382,0.08986035,-0.12576872,7146702778.612942,9935042778.612942,,211,2025-06-28T06:15:00.000Z
Telcoin,TEL,0.003864467895158729,351695065.5777569,1076500.11206323,-0.55859359,1.64646998,-2.87898372,91007371550,100000000000,100000000000.0,212,2025-06-28T06:15:00.000Z
BUILDon,B,0.3459916070662208,345991607.06622076,46645026.45938963,-2.36165145,-2.73894577,8.51660291,1000000000,1000000000,,213,2025-06-28T06:15:00.000Z
UPCX,UPC,3.5439041204254744,324611310.3402296,959758.42103071,-0.01558096,-0.32184612,-6.57160663,91597091.6,780000000,780000000.0,214,2025-06-28T06:15:00.000Z
Global Dollar,USDG,0.9997969669250094,322574694.8665121,2874116.84016112,-0.02003987,-0.02399753,-0.0099521,322640201.498738,322640201.498738,322640201.498738,215,2025-06-28T06:15:00.000Z
Olympus v2,OHM,20.017537309253598,321581566.5280135,81219.94720493,0.17222863,-0.13137867,3.52961749,16064991.49020467,21268788.32532763,,216,2025-06-28T06:15:00.000Z
Legacy Frax Dollar,FRAX,0.9991519634490442,314134469.40674675,432036.2636668,-0.00732324,-0.00144198,-0.00899327,314401093.02529263,314401093.02529263,,217,2025-06-28T06:15:00.000Z
Cheelee,CHEEL,5.308663177102928,301651965.5240648,4715087.32581071,1.14432038,1.15843375,4.21372778,56822585.17080828,1000000000,,218,2025-06-28T06:15:00.000Z
Keeta,KTA,0.7485046653625677,300969270.081404,10662541.62682028,0.36816942,-1.46498881,10.4919042,402094046.98315096,1000000000,1000000000.0,219,2025-06-28T06:15:00.000Z
Ultima,ULTIMA,8034.65658956877,300568468.3591781,26025730.34851484,-0.01173455,0.96947549,3.86789542,37409,100000,100000.0,220,2025-06-28T06:15:00.000Z
OpenEden OpenDollar,USDO,1.0000976744516803,275634112.3203999,0.0,0.0,-0.12308072,0.12700072,275607192.5389895,275607192.5389895,,221,2025-06-28T06:15:00.000Z
Saros,SAROS,0.22241271293771683,259367964.59596413,5884949.06024687,-0.0597239,-0.74556262,6.72441884,1166156202,2625000000,10000000000.0,222,2025-06-28T06:15:00.000Z
SwissBorg,BORG,0.20814010647737283,204518977.2029446,326758.93742959,-0.57608553,9.41128681,19.53028774,982602443.442,982602443.442,,223,2025-06-28T06:15:00.000Z
Euler,EUL,10.922198987688748,203719475.92049372,2956283.82876759,0.04926384,4.53813394,36.62952011,18651873.68863373,27182818.28459045,27182818.28459045,224,2025-06-28T06:15:00.000Z
Ailey,ALE,0.5540168226723731,196618261.96299738,3778918.92508301,-0.12872298,-0.99725482,-0.46122498,354895833.3333333,1000000000,1000000000.0,225,2025-06-28T06:15:00.000Z
Qubic,QUBIC,1.5017732341626344e-06,180638193.34970227,1736096.89045998,0.74444502,2.57782265,-1.62134962,120283268632380,149385953572536,200000000000000.0,226,2025-06-28T06:15:00.000Z
Legacy Token,LGCT,1.6851774020844308,178863800.08190423,6140734.9232058,-0.07824878,0.70186148,-7.5748734,106139448.5,300000000,300000000.0,227,2025-06-28T06:14:00.000Z
Venom,VENOM,0.1714579386695636,169558059.5448096,568132.20689671,-0.17481645,0.42828375,6.44520653,988919270,7295986990.75,8000000000.0,228,2025-06-28T06:15:00.000Z
GoМining,GOMINING,0.415268555526113,169241008.1522026,23359686.02731822,-0.05016395,-2.0198226,-3.4262955,407545926.3651383,410841252.30112106,410841252.30112106,229,2025-06-28T06:14:00.000Z
Ethena Labs (USDtb),USDtb,0.9998843954080997,167209717.22069627,1438378.26965099,0.0038619,-0.1748561,-0.01034954,167229049.66673687,1462168316.8123004,,230,2025-06-28T06:15:00.000Z
Elixir deUSD,DEUSD,0.9993677532893377,163057037.28398472,314811.80764431,-0.00475252,0.00948014,0.00840449,163160194.78044567,163160194.78044567,,231,2025-06-28T06:15:00.000Z
WEMIX,WEMIX,0.3844745824060596,162595251.17374215,2525208.34748808,1.42153579,-2.37244834,-7.97973669,422902471.6177949,542496295.8652309,590000000.0,232,2025-06-28T06:15:00.000Z
Gigachad,GIGA,0.017314370570949967,161065406.63244233,4512197.11540779,-0.04237653,0.1737114,-4.54867604,9302411888,9603935545.16,10000000000.0,233,2025-06-28T06:15:00.000Z
Plume,PLUME,0.08041913550228112,160838271.00456226,13144967.05943937,-0.71152344,-1.55096075,-2.856309,2000000000,10000000000,10000000000.0,234,2025-06-28T06:15:00.000Z
48 Club Token,KOGE,47.45178272464648,160777479.28183007,60096663.70876355,0.01616049,7.84052286,30.91460433,3388228.43,3388228.433995,3388228.433995,235,2025-06-28T06:15:00.000Z
SushiSwap,SUSHI,0.5754852925153242,158452306.70346764,17296175.41337042,-0.09343085,-1.59204841,-4.36140723,275336848.3335277,284313582.03160286,,236,2025-06-28T06:15:00.000Z
SPACE ID,ID,0.1468117358607059,157747266.0132991,6366208.91335637,0.02028068,0.55989826,-4.71249658,1074486757.4004354,1995195090.733769,2000000000.0,237,2025-06-28T06:15:00.000Z
Chintai,CHEX,0.15659313018873533,156389923.819881,2292591.18808565,0.13133251,2.13774445,-11.80425735,998702328.9680114,998865669.9825842,,238,2025-06-28T06:15:00.000Z
Nervos Network,CKB,0.0033333096738095364,155922857.35751253,7630232.4130079,-0.14376697,0.54491731,-5.23216281,46777189225.06025,47543646157.0638,,239,2025-06-28T06:14:00.000Z
OriginTrail,TRAC,0.3097957186743378,154890733.29274926,1329910.48480771,-1.11779715,-1.7449148,0.8495396,499976997.602,500000000,500000000.0,240,2025-06-28T06:15:00.000Z
Casper,CSPR,0.01161832699514469,153300832.65641978,4103180.38508948,-0.02594687,1.33236405,8.55181074,13194742472,13660871509,,241,2025-06-28T06:15:00.000Z
ai16z,AI16Z,0.13801766083139794,151819214.77824876,49593765.13123443,0.24640251,2.6451362,-11.00567273,1099998462.9772184,1099998462.9772184,1099999958.01,242,2025-06-28T06:14:00.000Z
ZetaChain,ZETA,0.17274278488600572,151590790.69993523,9659332.52034524,0.12977427,1.68123947,-2.76331755,877552083,2100000000,2100000000.0,243,2025-06-28T06:15:00.000Z
Liquity,LQTY,1.5907133770591342,151180516.37606084,42338829.08210517,0.28924833,-0.39968238,41.74856819,95039444.91594023,100000000,100000000.0,244,2025-06-28T06:15:00.000Z
Neiro (First Neiro On Ethereum),NEIRO,0.00035381919663678797,148846301.25925168,48342727.15168604,-0.20778591,1.35584412,-6.99556392,420684639708.9342,420690000000,,245,2025-06-28T06:15:00.000Z
ORDI,ORDI,7.025333720755848,147532008.1358728,35230819.54118248,-0.28821843,0.52226649,-4.01166265,21000000,21000000,21000000.0,246,2025-06-28T06:15:00.000Z
Celo,CELO,0.2546979681810832,146028312.76319978,13207794.08686301,-0.0899937,-2.59307625,-8.46501615,573339135,1000000000,1000000000.0,247,2025-06-28T06:15:00.000Z
STASIS EURO,EURS,1.1659273414000175,144721827.2229781,1.15904269,0.0,0.30720596,1.49580274,124125940,124125940,,248,2025-06-28T06:15:00.000Z
Holo,HOT,0.0008155016291138881,142720770.4504204,4327739.95622947,-0.04317653,0.88202986,-3.41598972,175009791955.2885,177619433541.14133,,250,2025-06-28T06:15:00.000Z
aelf,ELF,0.1865533738630439,142773475.58393818,3714365.69363466,0.0037043,-0.56525788,-3.9254137,765322398.7723414,996446632.8006513,,249,2025-06-28T06:15:00.000Z
Chia,XCH,9.857963932986587,142070275.12008506,3463385.37809014,0.05901897,-2.51412242,1.26811576,14411726,33191992,,251,2025-06-28T06:15:00.000Z
Snek,SNEK,0.0018990763004256134,141544954.00603694,906306.97327726,-0.51943605,-3.47228297,-7.27299388,74533579285,75334409724,76715880000.0,252,2025-06-28T06:15:00.000Z
Freysa,FAI,0.01725812033793821,141338828.13161257,1785185.13954731,0.0823165,-1.65885621,-8.42706319,8189700000,8189700000,8189700000.0,253,2025-06-28T06:15:00.000Z
EthereumPoW,ETHW,1.300460139467229,140214310.541689,5590474.35332036,-0.20351766,0.46776347,-3.64548171,107818999.04993,107818999.04993,,254,2025-06-28T06:15:00.000Z
Useless Coin,USELESS,0.14053179111986908,140521655.8631,12850429.66507401,1.53768922,0.11220281,42.87551809,999927879.26,999927879.26,999927879.26,256,2025-06-28T06:15:00.000Z
GMX,GMX,13.757455657495596,140092480.222244,6092598.34105451,0.1100546,0.46783114,-2.94372405,10183022.47959027,10183022.47959027,13250000.0,255,2025-06-28T06:14:00.000Z
Harmony,ONE,0.009524751811606925,139443516.6048742,6808706.22115969,-0.25527818,0.62946966,-0.78331969,14640120746.762915,14640120746.762915,,257,2025-06-28T06:15:00.000Z
Moo Deng (moodengsol.com),MOODENG,0.14063571421173873,139225389.90066722,36824045.92634045,1.0984235,3.09661117,-1.44881061,989971791.17,989971791.17,989971791.17,258,2025-06-28T06:15:00.000Z
Ankr,ANKR,0.01380268553834976,138026855.3834976,9690711.59498498,0.04712733,-0.29660583,-5.73201624,10000000000,10000000000,10000000000.0,259,2025-06-28T06:15:00.000Z
Solayer,LAYER,0.6448910300018598,135427116.30039054,47654847.69964981,-0.62826855,-0.0241029,-1.02526457,210000000,1000000000,,260,2025-06-28T06:15:00.000Z
DigiByte,DGB,0.007510487788996854,133445305.13066465,1573474.46347196,0.04266173,0.98359353,-3.64247797,17767861273.427143,17767861273.427143,21000000000.0,261,2025-06-28T06:15:00.000Z
CoW Protocol,COW,0.2738793918466627,132951309.25617461,11319687.99032513,-0.39474624,-1.08877143,-4.27755168,485437434.1922384,1000000000,1000000000.0,262,2025-06-28T06:15:00.000Z
UXLINK,UXLINK,0.3212079908994887,131360169.92933264,14603769.5167539,-0.32003099,1.03622294,-1.73171982,408956731,1000000000,1000000000.0,263,2025-06-28T06:15:00.000Z
Vana,VANA,4.365017608418681,131317189.7316676,9909015.86826445,-0.34925918,0.28279372,-6.44066751,30084000,112641600,120000000.0,264,2025-06-28T06:15:00.000Z
AUSD,AUSD,0.9998342247313219,128884447.60355265,156860866.16896752,-0.00689591,0.01822061,0.02443622,128905817,128905817,,265,2025-06-28T06:15:00.000Z
AI Companions,AIC,0.17157299104040297,128679691.80840491,8520727.30027721,-3.32547201,7.4987274,92.29727613,749999700,1000000000,,266,2025-06-28T06:15:00.000Z
Drift,DRIFT,0.37517980243503396,127509297.75509453,11035029.52005303,-0.14732213,-0.16588781,-13.65453717,339861839.383462,1000000000,,267,2025-06-28T06:14:00.000Z
ICON,ICX,0.11885680935874116,126990031.25020103,2422541.055888,-0.16355691,-0.06203147,-4.02195233,1068428741.5701331,1082466894.3217018,,268,2025-06-28T06:15:00.000Z
Kamino Finance,KMNO,0.05777109290633104,126344591.06190243,7884258.01257226,-0.16663719,1.58017876,-8.98806103,2186986340.5,9999982854.248207,10000000000.0,269,2025-06-28T06:15:00.000Z
ZIGChain,ZIG,0.08820686388751646,124278248.95127316,1931071.88545372,0.05139039,0.26884371,-4.17078746,1408940795.2396517,2000000000,1953940796.0,270,2025-06-28T06:15:00.000Z
GMT,GMT,0.04222479685788381,123898768.01646261,16688772.56614381,0.02651171,0.31791587,-4.22660527,2934265579.3814535,5102665579.3814535,,271,2025-06-28T06:15:00.000Z
Zano,ZANO,9.183252817718673,123347495.81474704,1786160.34687891,0.97772041,10.69649693,9.32324512,13431787,14317123,,272,2025-06-28T06:15:00.000Z
XYO,XYO,0.00914024798459515,123180815.93070035,8320499.24411783,0.24704035,-1.74905373,-2.00051967,13476747692,13931216938,13931216938.0,273,2025-06-28T06:15:00.000Z
Keep Network,KEEP,0.12728236955698427,123182229.49613205,9933.72245627,0.51788809,50.37860893,44.61132054,967787054.2862843,999848780.8,,274,2025-06-28T06:15:00.000Z
GOHOME,GOHOME,244.93468738376973,122441625.54970957,10664361.35656052,-0.01145526,0.78267379,0.90833919,499895,9999895.37,9999895.37,275,2025-06-28T06:15:00.000Z
aixbt,AIXBT,0.12849090427259627,121522559.73329209,40405090.77689066,-0.14747214,0.58089445,-4.39768854,945767799.0613197,998914867.3841392,1000000000.0,276,2025-06-28T06:15:00.000Z
Destra Network,DSYNC,0.124599346246178,121477847.30654214,1033869.98861869,0.29221403,-0.14961557,12.75914691,974947710.1310906,999874315.1676701,1000000000.0,277,2025-06-28T06:15:00.000Z
Kadena,KDA,0.37820668981698313,121456498.30938534,4747395.64986759,-0.2505219,-0.85865822,-0.54500744,321137889.88809,1000000000,1000000000.0,278,2025-06-28T06:15:00.000Z
Mask Network,MASK,1.2033453120620476,120334531.20620476,21581158.82791222,-0.31651651,-1.02607475,-4.52401761,100000000,100000000,100000000.0,279,2025-06-28T06:15:00.000Z
ViciCoin,VCNT,19.756582117042765,120300036.8308788,124366.04497219,-0.09473905,-0.1011926,-0.21727846,6089111.77642936,9968370.0668839,10000000.0,280,2025-06-28T06:15:00.000Z
WOO,WOO,0.06278994022385781,120011925.86418703,4863001.90262633,-0.20142722,0.91175972,0.42330331,1911324098.037396,2211324098.037396,,281,2025-06-28T06:15:00.000Z
Banana For Scale,BANANAS31,0.011921451605526434,119214516.05526434,186347283.6341868,-0.71519185,25.28127211,125.10098281,10000000000,10000000000,10000000000.0,282,2025-06-28T06:15:00.000Z
Nano,XNO,0.8863027767269511,118098335.62523746,694833.18081519,-0.11290556,-1.95790188,-3.56618399,133248297,133248297,133248297.0,283,2025-06-28T06:15:00.000Z
Enjin Coin,ENJ,0.06299040305173706,116724647.4581169,9867666.24913504,-0.39741633,-0.9137475,-2.32143115,1853054462.316193,1905712649.1500335,,284,2025-06-28T06:15:00.000Z
Horizen,ZEN,7.2345496427678615,116499128.51180783,8569800.27890894,0.03403609,-0.31804299,-4.43295749,16103162.5,16103162.5,21000000.0,285,2025-06-28T06:15:00.000Z
Polymesh,POLYX,0.11855186107937653,115677113.898482,3206299.26357301,-0.06794799,-1.11564796,-6.03760386,975751142.540312,1174875061.905023,,286,2025-06-28T06:15:00.000Z
Babylon,BABY,0.04688966426211733,115174789.875265,23469912.29215141,-1.17120508,2.23925126,1.36261881,2456293762.98,10188313915,,287,2025-06-28T06:15:00.000Z
BORA,BORA,0.1036342742080419,113971793.06029408,2310508.41516386,0.01568666,-1.80470036,-12.48718907,1099750000,1205750000,,288,2025-06-28T06:15:00.000Z
io.net,IO,0.6857125596679593,113684068.75240444,24372930.37360241,-0.07282053,3.78585136,0.50452599,165789684.2482415,800000000,800000000.0,289,2025-06-28T06:15:00.000Z
Waves,WAVES,0.9620713806875858,113654481.50280476,15708374.52550168,0.09683751,1.08175836,-2.00938837,118135186,118135186,,290,2025-06-28T06:15:00.000Z
Orca,ORCA,1.880944577493182,112776292.29572402,9410936.36929461,0.27300384,1.27548185,-5.63069272,59957264.900397,74999687.868536,,291,2025-06-28T06:15:00.000Z
Gradium,GRD,319.4807396401616,111339786.81381911,591531.93905393,2.46490282,116.17041671,5249.23277756,348502.34458335,51999996.84892123,52000000.0,292,2025-06-28T06:14:00.000Z
Status,SNT,0.02775366481856809,111441035.25900066,29236012.26800568,-0.09798676,4.70228779,-25.41530932,4015362871.4447484,6804870174.878168,,293,2025-06-28T06:15:00.000Z
Solar,SXP,0.17110358328173614,110813851.15644883,4061102.13643351,-0.10228297,-0.0867688,-0.93478821,647641908.0831562,647641908.0831562,,294,2025-06-28T06:15:00.000Z
Request,REQ,0.1338485630280764,110317759.15995269,3463161.68981361,0.00939931,-0.30468206,-0.69025342,824198307.8803182,999420218.1759434,,295,2025-06-28T06:15:00.000Z
Lift Dollar,USDL,1.0000784218269991,110222598.20050524,110253.37925805,0.00241069,0.00216199,-0.03230878,110213955.02079171,110213955.02079171,,296,2025-06-28T06:15:00.000Z
Non-Playable Coin,NPC,0.014800358457264032,110004519.83592854,3161858.32819353,0.15734414,1.68957756,20.31520425,7432557809.566984,8050126520,8050126520.0,297,2025-06-28T06:15:00.000Z
Magic Eden,ME,0.7273193119469056,109173872.48968118,8145213.38213236,0.2452037,1.19313805,0.85139861,150104459.893196,999998837.203759,1000000000.0,298,2025-06-28T06:15:00.000Z
LCX,LCX,0.11520850254084393,108577046.64097126,527471.44483325,-0.19368442,-2.29674624,7.90686938,942439527,950000000,950000000.0,299,2025-06-28T06:15:00.000Z
COTI,COTI,0.049368455750528444,108369551.94202085,5964372.87386826,-0.15382863,1.07877118,-2.43342723,2195117313.161266,2195122506.076137,4910000000.0,300,2025-06-28T06:15:00.000Z
FUNToken,FUN,0.010002914265805457,108213543.69914986,31866597.1652756,-0.0629432,1.83889752,74.97284039,10818201658.398026,10818201658.398026,,301,2025-06-28T06:15:00.000Z
Ontology,ONT,0.11826048038560769,108054347.49612027,4637476.56847144,-0.16992303,0.00669663,-1.9077031,913697857,1000000000,1000000000.0,302,2025-06-28T06:15:00.000Z
Osmosis,OSMO,0.14688559381497895,107891037.97703175,3686021.09708441,-0.59092348,-0.08591077,-14.06675148,734524300,996762600,1000000000.0,303,2025-06-28T06:15:00.000Z
Alchemist AI,ALCH,0.1267361980900999,107725768.37658492,12850805.54685421,-0.17665891,1.46984701,3.32568082,850000000,1000000000,1000000000.0,304,2025-06-28T06:15:00.000Z
Gravity (by Galxe),G,0.011221716201234352,106632562.72763723,5413796.22379543,0.56339286,2.03578626,-2.71431995,9502340000,12000000000,12000000000.0,305,2025-06-28T06:15:00.000Z
AWE,AWE,0.05480903120406573,106462173.90384072,4971271.91158318,0.21382154,-0.65039673,4.44010371,1942420283.0270672,2000000000,1942420283.027067,306,2025-06-28T06:15:00.000Z
SwftCoin,SWFTC,0.010637642318848048,106376423.18848048,1074699.9668466,-0.14159545,-0.69113421,-3.02523275,10000000000,10000000000,,307,2025-06-28T06:15:00.000Z
Staika,STIK,0.869216034023359,105948995.05830428,180044.70121591,-0.43925338,-0.34525476,-1.26012506,121890290.68860579,249999890.6886058,250000000.0,308,2025-06-28T06:15:00.000Z
Orbler,ORBR,0.1031862125860861,104794550.28511228,105896.51090923,0.02365812,-2.00806317,-4.87816509,1015586750,2000000000,2000000000.0,309,2025-06-28T06:14:00.000Z
Rocket Pool,RPL,4.859425447827578,104306906.16731285,6731727.71346044,-0.25658292,-0.07359871,-7.38772257,21464863.96122068,21464863.96122068,,310,2025-06-28T06:15:00.000Z
SKALE,SKL,0.017642240379923024,104139545.74905267,7292440.94723899,0.17934324,-1.47251301,-3.2878584,5902852671,6153000000,7000000000.0,311,2025-06-28T06:15:00.000Z
Loopring,LRC,0.07546784269309612,103154722.90684743,6933293.51987305,-0.29085395,-0.09497543,-0.53591814,1366869904.1304932,1373873397.4424574,,312,2025-06-28T06:15:00.000Z
KUB Coin,KUB,1.4839442025292555,102354718.96595404,388562.08333227,-0.23948388,-0.6808986,-0.10343699,68974776,110000000,110000000.0,313,2025-06-28T06:15:00.000Z
Terra,LUNA,0.1441536279821899,102346832.68076485,10098731.79543426,-0.1355652,-0.12407232,-4.67307166,709984438.91686,1186707049,,314,2025-06-28T06:15:00.000Z
Centrifuge,CFG,0.1800890686360813,100885240.36554477,1342112.53175314,-0.0614389,-5.69235005,9.9703784,560196358,566675843,,315,2025-06-28T06:15:00.000Z
Velo,VELO,0.013580112987093294,100363493.60845554,155006348.3420469,-0.47366503,5.8971683,19.8931438,7390475595,23999998948,24000000000.0,316,2025-06-28T06:15:00.000Z
Hive,HIVE,0.19806097267520759,99178882.12406053,2227423.9237383,-0.13299926,-0.98569729,-2.31863021,500749242.945,479777447.676,,317,2025-06-28T06:15:00.000Z
Sologenic,SOLO,0.24826265371330336,99003083.23008585,2224962.516444,-0.5291895,2.86113938,4.41069139,398783633.9831273,398783633.9831273,400000000.0,318,2025-06-28T06:15:00.000Z
Altlayer,ALT,0.026350826190480778,98951252.84331575,19561627.76443214,0.37374845,1.27192869,-17.7232844,3755148021.850709,10000000000,10000000000.0,319,2025-06-28T06:15:00.000Z
Storj,STORJ,0.23873691678998024,98830728.04842986,5801479.89402081,-0.27889197,-0.9249214,-2.40139485,413973378.63491154,424999998.00000113,,320,2025-06-28T06:15:00.000Z
Arkham,ARKM,0.43884422186975297,98783834.3428814,30565573.73021116,-0.29860998,1.2032265,0.35702781,225100000,1000000000,1000000000.0,321,2025-06-28T06:14:00.000Z
